,Dominant_Topic,Topic_Perc_Contrib,Keywords,Abstract
10,5.0,0.7605000138282776,"busi, analysi, requir, python, learn, r, descript, process, problem, show","Analyze user behavior Find actionable customer business insights Make data driven decisions Measure and track marketing efforts Discover sexy marketing stats  e g  1 in 4 people love toast   Requirements No previous technical knowledge required Description Buff up your resume/CV and become interview-ready by learning real-world SQL in this course. This SQL course has been taken by fine marketing folks at Google, Facebook, Amazon, Lyft, and Udemy. Your Story: Bill was looking to move into a more analytical role and saw SQL as a requirement in the job listings he saw.  He wanted to add ""SQL"" as a skill to his resume/CV with a clean conscience and back it up if any questions arose in the interview.  But getting there would take forever. Better to just ""fake it til' you make it""... right? Joe was working in a marketing position at a small company. He had a bunch of creative ideas but sometimes felt like he was shooting in the dark and guessing at what customers were doing. If only he had some insights about user behavior so he could be a more data-driven marketer. But data analysis is only for technical folks… right? Our Story: Show more"
11,9.0,0.8657000064849854,"tableau, power, visual, bi, dashboard, chart, busi, analyt, report, requir","Create and use Groups Understand the difference between Groups and Sets Create and use Static Sets Create and use Dynamic Sets Combine Sets into more Sets Use Sets as filters Create Sets via Formulas Control Sets with Parameters Control Reference Lines with Parameters Use multiple fields in the colour property Create highly interactive Dashboards Develop an intrinsic understanding of how table calculations work Use Quick Table calculations Write your own Table calculations Show more Requirements The basic course  Tableau 2020 A Z  Hands On Tableau Training For Data Science   is a pre requisite Students already need to have Tableau Desktop or Tableau Public installed Description Tableau 2020 Advanced Training: Master Tableau in Data Science Master Tableau 2020 in Data Science by solving Real-Life Analytics Problems. Learn Visualisation and Data Mining by doing! Ready to take your Tableau skills to the next level? Want to truly impress your boss and the team at work? This course is for you! Hours of professional Tableau Video training, unique datasets designed with years of industry experience in mind, engaging exercises that are both fun and also give you a taste for Analytics of the REAL WORLD. In this course you will learn:     Show more"
12,9.0,0.7817999720573425,"tableau, power, visual, bi, dashboard, chart, busi, analyt, report, requir","Sort  filter  slice  pivot  and graph using a Tableau Public  a free version of the market leading visualization tool  Combine multiple data sources using joins  blends  unions  and relationships  Create bar charts  pie charts  and line graphs  Create calculated fields with conditional logic  Map your data to quickly detect geographic variation  Create a dynamic dashboards combining multiple worksheets  Create trendlines and understand the relevant statistical metrics such as p value and R squared  Create forecasts with prediction intervals  accounting for seasonal variability  Take two full length practice exams for the Tableau Desktop Certified Associate Exam  Use publicly available data to create visualizations on topics that interest you   anything from the economy to the Olympics  Requirements Familiarity with Excel is helpful  but not required  You should have access to a computer running Mac or Windows  The course will show you how to download and install the Tableau software  Description Tableau is the solution that thousands of companies use today as they struggle with their big data issues. This course prepares you for the Tableau Qualified Associate Certification exam, and features three Full-Length Certified Associate Practice Exams with Solution Guide.  Are you looking to find a way to increase your salary and enjoy your work more? Why not turn to Tableau? Getting certified as a Tableau Qualified Associate can be the first step to achieving this goal. Tableau is not only great fun, it can be really lucrative. Imagine what your life would be like with a $100k salary! Get Started Today! Working with Tableau isn't just lucrative - it's fun! And unlike most data analysis tools, Tableau uses a drag-and-drop interface, so you don't need to be a programmer to learn Tableau. If you can learn Excel then you can learn Tableau. Show more"
13,9.0,0.920199990272522,"tableau, power, visual, bi, dashboard, chart, busi, analyt, report, requir","Connect Microsoft Power BI to data sources Create Barcharts Create Treemaps Create Donut Charts Create Waterfall Diagrams Create Piecharts Requirements Basic knowledge of computers Description Learn data visualization through Microsoft Power BI and create opportunities for you or key decision makers to discover data patterns such as customer purchase behavior, sales trends, or production bottlenecks. You'll learn all of the features in Power BI that allow you to explore, experiment with, fix, prepare, and present data easily, quickly, and beautifully. Use Power BI to Analyze and Visualize Data So You Can Respond Accordingly Connect Power BI to a Variety of Datasets Drill Down and Up in Your Visualization and Calculate Data Visualize Data in the Form of Various Charts, Plots, and Maps Convert Raw Data Into Compelling Data Visualizations Using Power BI Show more"
14,5.0,0.5202000141143799,"busi, analysi, requir, python, learn, r, descript, process, problem, show","Why this is important Understand the theory behind Blockchain Create a Blockchain Understand the theory behind Cryptocurrency s Understand the theory behind Cryptocurrency Transactions Create their own currency Understand the theory behind Smart Contracts Create their own Smart Contracts Requirements Just some high school mathematics level To take and complete practical part of the course basic Python knowledge required Description *** AS SEEN ON KICKSTARTER *** Learn key Blockchain concepts, intuition and practical training to get you quickly up to speed with all things Crypto and Blockchain related. Covering: Module 1: How to build a Blockchain - we'll start at the very beginning Module 2: How to create a Cryptocurrency - the next step of your journey Module 3: How to create a Smart Contract - Let's cross the finish line Here is what you will get with this course: 1. From novice to Blockchain expert: The #1 criteria for success in anything is to be fascinated. If you combine your interest in Blockchain with this training, you’ve got everything you need to become an expert in the field - even if you’re unsure where to begin.   Show more"
15,5.0,0.43619999289512634,"busi, analysi, requir, python, learn, r, descript, process, problem, show","Set up a working Splunk environment Understand the basics of SPL  Search Processing Language  Create meaningful reports and dashboards in Splunk Build datasets  data models  and other knowledge objects Requirements Install software in a Windows or Linux environment Understand basic Linux and Windows concepts Linux Bash command experience helpful but not required Understand basic networking concepts Description COMPLETELY REFRESHED AND UPDATED FOR 20201 AND SPLUNK 8.x THIS COURSE IS THE BEST WAY TO LEARN SPLUNK. Over 40,000 students and a near perfect rating. One of those students, who gave me permission to post this, says: ***** ""Rated you 5 stars! Your course was amazing. I bought your course, got started on Saturday, went through all the videos and exercises. Then re-watched it again on Sunday at 1.5 speed...and got a job Monday working with Splunk! Every technical question they threw at me I was able to answer including example SPL. This was an amazing life changing decision to take this course."" - Neil  Show more"
16,9.0,0.795799970626831,"tableau, power, visual, bi, dashboard, chart, busi, analyt, report, requir","Enjoy CLEAR and CONCISE step by step lessons from a best selling Udemy instructor Learn to create POWERFUL reports and dashboards with Microsoft Power BI with a few clicks of the mouse Gain valuable INSIGHT and INTELLIGENCE from your business and marketing data in a FRACTION of the time of traditional spreadsheets PUBLISH reports and dashboards on the Internet and view using laptops  tablets or smartphones in minutes Learn to create Data Models and use the DAX Formula language to develop POWERFUL calculations Easily create a wide range of GRAPHS and VISUALISATIONS using drag and drop technologies Use the Power BI Q   A feature to easily ask QUESTIONS of your data and provide new insight Requirements You will need to know the basics of working with data in Excel In the course you will need a work email address to sign up for the free Microsoft Power BI service Download the Power BI Desktop app which is available free from Microsoft for Windows Description If you are new to Power BI or want to fill in some gaps in your knowledge, THIS is the course for you.  We've focused on providing you with the fundamentals you need to work with Power BI effectively!  Don't sit through days of boring training to understand how Power BI works! This course will get you up to speed and working in half the time, giving you the crucial foundation to start you on the journey to becoming a Power BI expert.  This course has been updated for 2020 so you will learn on the latest Power BI interface. Students who have taken this course have this to say: ""Amazing and captivating course! I have started it with a zero knowledge about Power BI. Now I feel very comfortable and knowledgeable to use it. Thank you for the great course. Highly recommended!"" ""Best course content and trainer I have had. Can translate the new skills learnt directly into my role and elevate our business. Thank you"" ""This was a very informative course even though I was already a user of Power BI and had followed another course previously. Enjoyed it and learnt a lot which will be useful in my day to day work! Thank you Ian :)"" Show more"
17,9.0,0.5702000260353088,"tableau, power, visual, bi, dashboard, chart, busi, analyt, report, requir","Give better spoken and written presentations about data  Have an arsenal of strategies for creating memorable data stories  Know and apply the  5 stage arc  for memorable data storytelling  Requirements An interest in improving data presentations  Description If you want to present data in a way that people will understand and remember, then you need to tell a story with the data. And if you want to learn how to tell a story with data, then this course is for you.  In this course, you’ll learn tips, tricks, and strategies for engaging your audience (both live audiences and reading audiences) to help them remember the key points of your data graphs. There are many examples and exercises, so you’ll learn how to do it in a way that’s both informative and engaging. Why learn data storytelling We live in a world increasingly dominated by data. Data are used to make important decisions, to shape business and political policy, and to understand the fundamental workings of nature. But data can be complicated, mysterious, and difficult to understand.  It is more important than ever to be able to communicate data in a way that is comprehensible and memorable. That's called . Data storytelling is a skill, and the goal of this course is to help you improve this skill. Show more"
18,5.0,0.9819999933242798,"busi, analysi, requir, python, learn, r, descript, process, problem, show","Learn the foundations of business analysis Learn how to gather requirements from stakeholders and documentary sources Learn how to analyze  diagram and model requirements Learn how to present requirements effectively and gain acceptance Learn how to manage requirements assets after the project is complete Requirements A strong desire to learn business analysis Some business strategy knowledge helpful No technical background required Description Course Overview This course provides everything you need to get started in your career in business analysis. Our courses focus on how analysis is performed in the real world, and they're full of examples, case studies and lessons learned from actual Business Analysts on the job. This is a perfect first course in any business analysis curriculum. Syllabus 1. Business Analysis Overview of Business Analysis Overview of Requirements Show more"
19,7.0,0.983299970626831,"sql, excel, databas, function, analysi, requir, descript, queri, show, formula","Write complex SQL statements to query the database and gain critical insight on data Practice Every Step of the Way by Working Through 100  Puzzles  with solutions  Transition from the Very Basics to a Point Where You can Effortlessly Work with Large SQL Queries Learn Advanced Querying Techniques Become a Master SQL Developer Requirements No prerequisites needed for this course Description LAST UPDATED: November 2020 This course will turn you into a SQL query wizard. You'll learn the skills you need to extract critical insight from data sitting in a database. There are over 100 puzzles scattered throughout the course with in-depth solutions providing plenty of opportunity for you to practice. After completing the course and all of it's assignments, I promise you, you'll never be afraid to look at a large SQL query again.  Just like my other courses, I follow the no-student-left behind principle; which means that I start from the very basics. You do not need any prerequisites to take this course. We move step by step into more advanced topics as we delve into the world of advanced querying techniques using subqueries, aggregations, joins, rollups and cubes, window functions, transposing & ranking data and using conditional expressions in very interesting ways.            Show more"
20,4.0,0.4352000057697296,"blockchain, sa, pivot, technolog, requir, tabl, descript, analyt, excel, show","Get job ready experience with a Google Analytics Demo Account Increase traffic   sales by focusing on the few metrics that actually matter Set up Google Analytics correctly in just a few minutes Track the success of social media and marketing campaigns Requirements No experience required   demo account included Description Enrol today to grow your business and career with Google Analytics! Student Reviews ★★★★★ ""This course gave me the information our company has needed for ages. No more big bucks to outsource this."" - Sue Freyvogel ★★★★★ ""Amazing and usable content! ..Chock full of insights and helpful ideas. I learned so much."" - Jolie Hasson ★★★★★ ""Laser focused exactly on the essentials I needed to hit the ground running with Google Analytics, highly recommended."" - Adolfo Foronda Go from Beginner to Advanced By the end of this Google Analytics course, you will be using Google analytics as a powerful tool to monitor the health of your business and identify growth opportunities. Show more"
21,7.0,0.5188000202178955,"sql, excel, databas, function, analysi, requir, descript, queri, show, formula","Confidently use the most crucial Excel functions and techniques for analysis Correctly use the appropriate charts in Excel Apply analysis techniques to datasets in Excel Manipulate and prep datasets in Excel Build presentation ready dashboards in Excel Create your own formulas in Excel Turn real world data into business insights in Excel Requirements You should be able to use a PC or Mac at the beginner level Microsoft Excel 2013  Description Ibadullah Khalil - 5 Stars “A great instructor and guide for the course. All topics were well driven and to the point with no gibberish language used to make it difficult for the learners just like other instructors. A highly recommended course for every beginner who aims to become a data analyst”  Jianyong Chen - 5 Stars “This is one of the best course I took on Udemy so far. The instructors explained everything in detail and there are practices after each section. Make sure you download all the files, practice on your own, and you will learn a lot. Highly recommend!”      Show more"
22,5.0,0.9847000241279602,"busi, analysi, requir, python, learn, r, descript, process, problem, show","Learn the ins and outs of the process flowchart Gain tangible  real world experience with 14 student activities  Create your own clean and easy to read process flowcharts  Confidently ace your process flowchart interview questions Learn how to utilize a free process flowchart tool  Draw IO Requirements No experience required   just follow the steps to get results  Internet access  to complete most activities  Description LEARN HOW TO EFFICIENTLY AND EFFECTIVELY FIND THE PROBLEM AREAS IN YOUR ORGANIZATION’S BUSINESS PROCESSES – AND THEN SOLVE THEM. Discover how to model process flowcharts that bring business processes to life, mapping them out clearly, allowing you to lower costs and improve efficiency in your organization When a problem arises in a business it isn’t always easy to see why that problem is happening – often, all you end up seeing are the symptoms. One of the core requirements of any successful Business Analyst is using Business Analysis techniques to create practical process maps and process flowcharts. Having clearly set-out visual tools makes it easier to read and understand exactly what should be happening, as well as who is responsible for each task. Thus, allowing organizations to react to problems that come up and changes in the marketplace.        Show more"
23,7.0,0.3490000069141388,"sql, excel, databas, function, analysi, requir, descript, queri, show, formula","Transform Data into INSIGHT and INTELLIGENCE using powerful methods of analysis  techniques and tools Learn data analysis using easy to master drag and drop techniques   NO CONFUSING FORMULAS  macros or VBA Learn 8 different techniques for DATA ANALYSIS that can be easily implemented in Excel  2010   Office 365  LIFE TIME ACCESS to course materials and practice activities from a BEST SELLING Udemy instructor Learn to ask the RIGHT questions of your data using comparison  trend  ranking  variance  pareto and many other techniques Learn BEST practices for data analysis and data presentation Learn BEST practices for the design and setup of INTERACTIVE dashboards Requirements An understanding of working with data in Excel Excel  2010   Office 365  Some examples will require Excel Power Pivot and Power View   which are only available on Windows Excel on Mac may not have access to all techniques Description Recent reviews: ""Yes the course was absolutely good. Somebody who want to have a quick grasp or learn on more if not most of the key analysis techniques then this the place."" ""This course was very knowledgeable for me. Along with data analysis, I have also progressed from beginner to advanced stage in MS Excel. The speciality of this course is that it was a very systematically organized and also consistently progressing through the chapters with hands-on practical experience! I enjoyed this course!"" ""Excellent explanation and Practice activity.It was simple, crisp and clear."" In this course you will learn the BEST techniques and tools for turning data into MEANINGFUL analysis using Excel This course is lead by Ian Littlejohn - an international trainer, consultant and data analyst with over 125 000 enrollments & students on Udemy. Ian specializes in teaching data analysis techniques, Excel Pivot Tables, Power Pivot, Microsoft Power BI, Google Data Studio & Amazon Quicksight & his courses average out of 5.  Show more"
24,5.0,0.7569000124931335,"busi, analysi, requir, python, learn, r, descript, process, problem, show","Create EIGHT different visual models including Process Flowcharts  Use Cases  SWOT Analysis  RACI Matrix  Org Charts  Scoring Matrix  Stakeholder Maps  and more  Understand how visual modeling can help in daily requirement activities  Ability to read and create important business and technical visual models  Utilize visual modeling to make requirements come alive  Ability to choose the best visual model to aid in various situations  Increase your project success by giving your stakeholders a clearer understanding of your vision  Confidently explain and demonstrate the uses of visual models in an interview  Requirements This course covers each visual modeling technique from the ground floor  No prior experience is necessary  The course is spoken from a Business Analyst perspective  but the visual models are instrumental from many different job titles  The various visual models will be made with a combination of Microsoft Excel and Microsoft Visio  Having access to these programs is suggested  but not required  Description LEARN WHAT EMPLOYERS CONSIDER “ONE OF THOSE MOST IN-DEMAND SKILLS” THEY LOOK FOR IN A BUSINESS ANALYST TODAY. Discover exactly how to become one of these invaluable employees by learning how to “model” – the art of making complex thoughts, ideas, requirements, and processes easier to grasp by putting them into graphical formats that anyone can understand. This course will teach you the basics of eight of the most popular modeling techniques in the industry. Process Flowcharts SWOT Analysis Use Cases User Stories         Show more"
25,5.0,0.6535999774932861,"busi, analysi, requir, python, learn, r, descript, process, problem, show","Understand the role of a Business Analyst during software testing Gain the practical knowledge to successfully guide a project through the phases of testing Ability to create an intuitive test workbook using The BA Guide s test workbook template Be able to write test cases and test scenarios to help ensure the end product meets the business requirements Requirements This course covers all of the fundamentals  No prior knowledge is required  Knowledge of the role and responsibilities of a Business Analyst is helpful  but not required  Description FILL THE INCREASING DEMAND ORGANIZATIONS HAVE FOR BUSINESS ANALYSTS WHO CAN EFFICIENTLY AND ACCURATELY RUN SOFTWARE TESTS Bolster your resume and increase your chances of getting hired by learning how to create test cases, track defects, reduce bugs, and fill your software testing knowledge gap. An increasing amount of organizations are expecting more from their Business Analysts. Nowadays it’s not enough that a Business Analyst can elicit and document requirements – companies also need someone who’s going to be able to assist with (or even run on their own) efficient and accurate testing. This course will teach you the fundamental, repeatable, testing processes and techniques (using real-world examples) that organizations are now asking you to know and understand. Course enrollment grants you lifetime access, with no expiration, to all the course lectures, activities, handouts, and quizzes. In addition, you’ll also receive 1-on-1 support for any questions or uncertainties that come up. And this all comes with a          Show more"
26,7.0,0.9851999878883362,"sql, excel, databas, function, analysi, requir, descript, queri, show, formula","Knowledge of all the essential SQL commands Become proficient in SQL tools like GROUP BY  JOINS and Subqueries Become competent in using sorting and filtering commands in SQL Master SQL s most popular string  mathematical and date time functions Enhance the performance of your Database by using Views and Indexes Increase your efficiency by learning the best practices while writing SQL queries Relevant theoretical concepts also covered so that you excel in BI Job interviews and Vivas Solid understanding of SQL Requirements Just a PC with any web browser Description 6 Reasons why you should choose this SQL course Carefully designed curriculum teaching you everything in SQL that you will need for Data analysis in businesses Comprehensive - covers basics, advanced SQL statements, interview tips and performance tuning tips as well Business related examples and case studies Ample practice exercises because SQL requires practice Downloadable resources Your queries will be responded by the Instructor himself A Verifiable Certificate of Completion is presented to all students who undertake this SQL course.       Show more"
27,9.0,0.978600025177002,"tableau, power, visual, bi, dashboard, chart, busi, analyt, report, requir","Master the latest Tableau software for use in a professional business environment See course description for all technical skills taught Requirements An installed copy of tableau public or desktop  Course covers v9 to 2019 of tableau  All data is provided in the course  Description New to Tableau? or Just looking to fill in knowledge gaps? This course is designed for both needs. Using real open source data you will become technically fluent in using tableau, one of the best data visualization software on the market. This course is the result of over five years of experience in tableau. The course is split into three stages, each designed to give a solid foundation in tableau without leaving the student with knowledge gaps. If you are a complete beginner or have Basic knowledge you should start at stage one. If you have experience in Tableau  you should start at stage two, but review any gaps in stage one you have.  If you would like to know exactly what skills you will learn please view the full technical list at the bottom of this description box.         Show more"
