,Dominant_Topic,Topic_Perc_Contrib,Keywords,Abstract
12,6.0,0.5562999844551086,"busi, analyt, tableau, intellig, power, year, manag, client, experi, show","Let me tell you about myself, and why I became interested in Tableau. I was the office Excel and SharePoint expert, creating macros and writing JavaScript to streamline workflows and create reports. I was a valued contributor to the team, but for a while I didn't seem to be learning new skills. A friend gave me a bit of advice - ""don't confuse seven years of experience with one year of experience seven times."" Friends were mentioning that there was a lot of buzz around Hadoop and Big Data, so I decided to go back to school. Show more"
13,0.0,0.9437000155448914,"scienc, cours, univers, show, market, technolog, analyt, experi, team, year","Hi there, We are the Ligency PR and Marketing team. You will be hearing from us when new courses are released, when we publish new podcasts, blogs, share cheatsheets and more! We are here to help you stay on the cutting edge of Data Science and Technology. See you in class, Show more"
14,0.0,0.9399999976158142,"scienc, cours, univers, show, market, technolog, analyt, experi, team, year","Hi there, We are the SuperDataScience Social team. You will be hearing from us when new SDS courses are released, when we publish new podcasts, blogs, share cheatsheets and more! We are here to help you stay on the cutting edge of Data Science and Technology.  See you in class, Show more"
15,3.0,0.8428000211715698,"busi, analyt, manag, experi, year, show, project, compani, consult, scienc","I am a technology leader, educator, and researcher/practitioner, specializing in cloud and DevOps. I am proudly part of the information systems faculty at a major university, as well as an experienced professional. I have led technology strategy initiatives and teams in such diverse domains as convention and tourism, healthcare, manufacturing, higher education, and government. I am a lifelong student who strongly believes that education is the most powerful way to change the world. I grew up among the snow-capped peaks, industrious spirit, and brightest minds who inhabit the Silicon Slopes in Utah, and I remain inseparably coupled to its people and its spirit."
16,6.0,0.6851999759674072,"busi, analyt, tableau, intellig, power, year, manag, client, experi, show","                      Ian is a trainer that specializes in Microsoft Excel Business Intelligence tools, Power BI and Google Data Studio.  Ian is an experienced trainer that teaches techniques and tools making it easy for learners to harness the power of Excel PivotTables, PowerPivot, Power Query,  Power BI and Google Data Studio.              Ian has been training learners on these powerful technologies for over 10 years making it easy for business users to easily create management reports, develop interactive dashboards and generate new insight and intelligence from business data.  Show more"
17,2.0,0.439300000667572,"cours, analyt, year, show, busi, compani, experi, consult, scientist, bi","I am a neuroscientist (brain scientist) and associate professor at the Radboud University in the Netherlands. I have an active research lab that has been funded by the US, German, and Dutch governments, European Union, hospitals, and private organizations. But you're here because of my teaching, so let me tell you about that:  I have 20 years of experience teaching programming, data analysis, signal processing, statistics, linear algebra, and experiment design. I've taught undergraduate students, PhD candidates, postdoctoral researchers, and full professors. I teach in ""traditional"" university courses, special week-long intensive courses, and Nobel prize-winning research labs. I have >80 hours of online lectures on neuroscience data analysis that you can find on my website and youtube channel. And I've written several technical books about these topics with a few more on the way. Show more"
18,6.0,0.597100019454956,"busi, analyt, tableau, intellig, power, year, manag, client, experi, show","Don Hussey serves as Managing Director with NorwalkAberdeen.  Prior to founding NorwalkAberdeen, Mr. Hussey was Senior Vice President of Global Internet Strategy for a global financial institution. In this role, he drove online strategy for the private bank, oversaw all business analysis and project management for the bank’s online channel, and overhauled the way these functions were run.  Before this role, Mr. Hussey was a star Project Manager/Business Analyst with a major investment bank. There, he managed the delivery of numerous critical projects and participated on teams that re-engineered the project oversight process and introduced user-focused development disciplines.  Earlier in his career, Mr. Hussey held various roles in sales and sales management, client service, operations, and technology. Show more"
19,2.0,0.7142999768257141,"cours, analyt, year, show, busi, compani, experi, consult, scientist, bi","Imtiaz is an award winning Udemy instructor who is highly experienced in big data technologies and enterprise software architectures. Imtiaz has spent a considerable amount of time building financial software on Wall St. and worked with companies like S&P, Goldman Sachs, AOL and JP Morgan along with helping various startups solve mission critical software problems. In his 13+ years of experience, Imtiaz has also taught software development in programming languages like Java, C++, Python, PL/SQL, Ruby and Javascript. He's the founder of Job Ready Programmer - an online programming school that prepares students of all backgrounds to become professional job-ready software developers through real-world programming courses."
20,6.0,0.699400007724762,"busi, analyt, tableau, intellig, power, year, manag, client, experi, show","900,000 can’t be wrong! That’s how many students have taken my courses, leaving more than 170,000 top-rated reviews. Take any course risk-free with my 30-day money-back guarantee. As a Google Certified Marketer, I've worked with brands such as Amazon and Hertz and grown my own successful business online. I know what you want – results – and I am an expert at getting them. Show more"
21,3.0,0.9779999852180481,"busi, analyt, manag, experi, year, show, project, compani, consult, scienc","I have spent over 20 years teaching technology to managers both formally and informally. I love teaching or mentoring people in getting up to speed with digital transformation. I specialize in teaching ""difficult tech stuff"" to ""business people."" Topics include analytics, data programming, product mgmt, agile project mgmt, business intelligence, Excel and other crucial analytics software. My Background Most recently, I have been a product management executive and digital transformation consultant to other executives. My first job was building and designing Excel formulas and VBA at Microsoft. I am a seasoned tech veteran who have since held management and executive positions in Silicon Valley, Austin and other international tech hubs.  Show more"
22,3.0,0.9726999998092651,"busi, analyt, manag, experi, year, show, project, compani, consult, scienc","Come learn with more than 200,000 students Hi there! My name is Jeremy Aschenbrenner and I am so glad you have found me! I am a veteran Business Analyst with more than 1000 completed projects. I've done business analysis work for companies in many industries including health care, telecommunications, automotive, trucking, consumer goods, financial services, food and beverage, and more. I created The BA Guide to break down the barriers to becoming a Business Analyst. Throughout our various courses, I teach you what you need to know in order to start your Business Analyst career.   Show more"
23,6.0,0.6851999759674072,"busi, analyt, tableau, intellig, power, year, manag, client, experi, show","                      Ian is a trainer that specializes in Microsoft Excel Business Intelligence tools, Power BI and Google Data Studio.  Ian is an experienced trainer that teaches techniques and tools making it easy for learners to harness the power of Excel PivotTables, PowerPivot, Power Query,  Power BI and Google Data Studio.              Ian has been training learners on these powerful technologies for over 10 years making it easy for business users to easily create management reports, develop interactive dashboards and generate new insight and intelligence from business data.  Show more"
24,3.0,0.9726999998092651,"busi, analyt, manag, experi, year, show, project, compani, consult, scienc","Come learn with more than 200,000 students Hi there! My name is Jeremy Aschenbrenner and I am so glad you have found me! I am a veteran Business Analyst with more than 1000 completed projects. I've done business analysis work for companies in many industries including health care, telecommunications, automotive, trucking, consumer goods, financial services, food and beverage, and more. I created The BA Guide to break down the barriers to becoming a Business Analyst. Throughout our various courses, I teach you what you need to know in order to start your Business Analyst career.   Show more"
25,3.0,0.9726999998092651,"busi, analyt, manag, experi, year, show, project, compani, consult, scienc","Come learn with more than 200,000 students Hi there! My name is Jeremy Aschenbrenner and I am so glad you have found me! I am a veteran Business Analyst with more than 1000 completed projects. I've done business analysis work for companies in many industries including health care, telecommunications, automotive, trucking, consumer goods, financial services, food and beverage, and more. I created The BA Guide to break down the barriers to becoming a Business Analyst. Throughout our various courses, I teach you what you need to know in order to start your Business Analyst career.   Show more"
26,3.0,0.9768999814987183,"busi, analyt, manag, experi, year, show, project, compani, consult, scienc","Start-Tech Academy is a technology-based Analytics Education Company and aims at Bringing Together the analytics companies and interested Learners.  Our top quality training content along with internships and project opportunities helps students in launching their Analytics journey.  Founded by Abhishek Bansal and Pukhraj Parikh. Working as a Project manager in an Analytics consulting firm, Pukhraj has multiple years of experience working on analytics tools and software. He is competent in  MS office suites, Cloud computing, SQL, Tableau, SAS, Google analytics and Python.  Show more"
27,4.0,0.6258000135421753,"research, ph, univers, scienc, engin, show, year, econom, professor, rené","Jamie currently works as a senior business analyst at a google premier partner company specialising in Machine Learning, Big Data Analytics and Data Engineering. He has been involved in projects run by organisations such as Heathrow Airport, the London Olympic Committee and Sky uk. He earned his Bachelor of Science in Economics, graduating with Honors, and then later went on to earn his ACMA CGMA and to become a member of the Chartered Institute of Management Accountants. Having worked with such a wide variety of clients throughout his career, Jamie has gained a multiple-angle perspective and come to recognise the complexity and details that are often overlooked even by veterans in the field.  Show more"
28,2.0,0.9775000214576721,"cours, analyt, year, show, busi, compani, experi, consult, scientist, bi","Scholarsight is a medium to empower the people around the world to master the art and science of higher research, scientific computing, and research technology. At Scholarsight, we build comprehensive and in-depth courses on methods and research technologies covering all major steps involved. Our aim is to take the skills of our learners from scratch to advanced level and maximize the strength of their impact in minimum possible time. Our courses are currently subscribed by over 17,000 researchers and learners coming from more than 150 countries around the world. We build courses with no prior assumptions. Our instructors are highly qualified researchers who have proven their mettle in the area of research/teaching and have published researches that have widely impacted the audience around the world. Show more"
29,6.0,0.9624999761581421,"busi, analyt, tableau, intellig, power, year, manag, client, experi, show","G'Day and Welcome, My name is Paul Scotchford and I am stoked that you are reading this. When I get reviews like this one ""oh my goodness. I cracked an Interview using this course"" then I know the course material is hitting the spot ... News: Just released - SQLServer 2019 Data Analytics & Tableau Data Visualisation , this is a deep dive for beginner Data Analysts looking to become highly proficient in SQL and data visualisation, in this course you cover everything and the display results in Tableau. Show more"
30,3.0,0.7059000134468079,"busi, analyt, manag, experi, year, show, project, compani, consult, scienc","Hi, My name is Bill Singh. I have 18 years of experience in IT mainly in Data or Big Data. I am IBM, ITIL, Microsoft and Amazon Certified Professional. I been working in Business Intelligence for many years now and also teaching live classes. I also got few opportunities to speak at Microsoft and LinkedIn in silicon valley campuses. Taught this course live to employees from Microsoft, GE, Facebook etc.. After having received such positive feedback from teaching this course live, I have created the digital version to extend this course to anyone wanting to learn."
31,2.0,0.968999981880188,"cours, analyt, year, show, busi, compani, experi, consult, scientist, bi","Dan is a 31 year old entrepreneur ,data scientist  and data analytics / visual analytics consultant. He holds a master degree and is certified in Power BI as well as a Qualified Associate in Tableau software. He is currently working in Business Intelligence field and helps major companies to get key insights from their data to deliver long term growth and outpace their competitors. He is committed to support other people by offering them educational services to help them accomplishing their goals and becoming the best in their profession or explore a new career path. Show more"
32,3.0,0.9726999998092651,"busi, analyt, manag, experi, year, show, project, compani, consult, scienc","Come learn with more than 200,000 students Hi there! My name is Jeremy Aschenbrenner and I am so glad you have found me! I am a veteran Business Analyst with more than 1000 completed projects. I've done business analysis work for companies in many industries including health care, telecommunications, automotive, trucking, consumer goods, financial services, food and beverage, and more. I created The BA Guide to break down the barriers to becoming a Business Analyst. Throughout our various courses, I teach you what you need to know in order to start your Business Analyst career.   Show more"
33,6.0,0.9624999761581421,"busi, analyt, tableau, intellig, power, year, manag, client, experi, show","G'Day and Welcome, My name is Paul Scotchford and I am stoked that you are reading this. When I get reviews like this one ""oh my goodness. I cracked an Interview using this course"" then I know the course material is hitting the spot ... News: Just released - SQLServer 2019 Data Analytics & Tableau Data Visualisation , this is a deep dive for beginner Data Analysts looking to become highly proficient in SQL and data visualisation, in this course you cover everything and the display results in Tableau. Show more"
34,1.0,0.5776000022888184,"financ, analyt, cours, career, firm, analysi, student, countri, show, account","Sansone Partners is a consulting arm focused on operational excellence. We not only want to help solve your problem, but teach you how to solve your future problems."
35,2.0,0.925000011920929,"cours, analyt, year, show, busi, compani, experi, consult, scientist, bi",The author of the course is an emerging data scientist who had graduated from a prestigious Indian University. He has worked in the field of analytics for the past few years and has shared his knowledge of the same. He has also worked as data analyst at Ernst & Young and also has chosen a professional carrier as analyst for global MNCs
36,2.0,0.478300005197525,"cours, analyt, year, show, busi, compani, experi, consult, scientist, bi","Stephane is a solutions architect, consultant and software developer that has a particular interest in all things related to Big Data, Cloud & API. He's also a many-times best seller instructor on Udemy for his courses in Apache Kafka and AWS. [See FAQ below to see in which order you can take my courses] Stéphane is recognized as an AWS Hero and is an AWS Certified Solutions Architect Professional & AWS Certified DevOps Professional. He loves to teach people how to use the AWS properly, to get them ready for their , and most importantly for the real world.  Show more"
37,3.0,0.9607999920845032,"busi, analyt, manag, experi, year, show, project, compani, consult, scienc","Co-Founder of The San Francisco Data School, and Manager of Product Analytics at Nerdwallet, with Previous Experience as Lead Analytics Instructor at General Assembly.  Having always been a teacher at heart, Serge started his career in physics, completing a Ph.D. in the field with the intention of becoming a professor in academia.    Show more"
38,1.0,0.949999988079071,"financ, analyt, cours, career, firm, analysi, student, countri, show, account","Coralogix provides an ML-supported logging platform that accelerates the delivery pipeline for cloud companies performing CI/CD. Beyond searching, visualizing and creating alerts, Coralogix detects anomalies in your data and provides automatic version benchmarks. Simplify your ELK stack and Grafana workflows with our 100% managed, scaled and secured platform and never get lost with 24/7 instant human reply."
39,9.0,0.38190001249313354,"softwar, develop, cours, analysi, tool, web, way, analyt, lot, world","Jad studied mechanical engineering at the University of Ottawa. Jad also has experience in software development, machine learning, computer vision, mathematical modeling, computer simulation, and intelligent systems. He has also developed many deep learning applications, and is currently pursuing an interest in autonomous machines and Full Stack Development."
40,3.0,0.8942000269889832,"busi, analyt, manag, experi, year, show, project, compani, consult, scienc","Alan Simon is a long-time authority on aligning transformational business process improvement initiatives with emerging data and analytics technology. He is the Managing Principal of Thinking Helmet, Inc., a boutique consultancy. In the past, Alan has led global and national consulting practices specializing in business intelligence and data warehousing. He is known for his engaging, innovative, and thought-provoking perspectives about the disciplines in which he specializes. Alan is the author of 31 business and technology books, including the original edition of Data Warehousing For Dummies, 90 Days to the Data Mart, How to be a Successful Computer Consultant, and Data Warehousing and Business Intelligence for E-Commerce. His upcoming book is the culmination of more than 40 years as a technology professional working on the leading edge of data and analytics technologies. Show more"
41,1.0,0.9779999852180481,"financ, analyt, cours, career, firm, analysi, student, countri, show, account","365 Careers is the #1 best-selling provider of finance courses on Udemy. The company’s courses have been taken by more than 1,000,000 students in 210 countries. People working at world-class firms like Apple, PayPal, and Citibank have completed 365 Careers trainings.   Currently, the firm focuses on the following topics on Udemy:   1) Finance – Finance fundamentals, Financial modeling in Excel, Valuation, Accounting, Capital budgeting, Financial statement analysis (FSA), Investment banking (IB), Leveraged buyout (LBO), Financial planning and analysis (FP&A), Corporate budgeting, applying Python for Finance, Tesla valuation case study, CFA, ACCA, and CPA Show more"
42,5.0,0.59170001745224,"account, área, show, busi, year, manag, excel, paula, field, cours","Frank spent 9 years at Amazon and IMDb, developing and managing the technology that automatically delivers product and movie recommendations to hundreds of millions of customers, all the time. Frank holds 17 issued patents in the fields of distributed computing, data mining, and machine learning. In 2012, Frank left to start his own successful company, Sundog Software, which focuses on virtual reality environment technology, and teaching others about big data analysis. Due to our volume of students, I am unable to respond to private messages; please post your questions within the Q&A of your course. Thanks for understanding."
43,3.0,0.9726999998092651,"busi, analyt, manag, experi, year, show, project, compani, consult, scienc","Come learn with more than 200,000 students Hi there! My name is Jeremy Aschenbrenner and I am so glad you have found me! I am a veteran Business Analyst with more than 1000 completed projects. I've done business analysis work for companies in many industries including health care, telecommunications, automotive, trucking, consumer goods, financial services, food and beverage, and more. I created The BA Guide to break down the barriers to becoming a Business Analyst. Throughout our various courses, I teach you what you need to know in order to start your Business Analyst career.   Show more"
44,9.0,0.96670001745224,"softwar, develop, cours, analysi, tool, web, way, analyt, lot, world","Today, I spend most of my time as an artificial intelligence and machine learning engineer with a focus on deep learning, although I have also been known as a data scientist, big data engineer, and full stack software engineer. I received my masters degree in computer engineering with a specialization in machine learning and pattern recognition. Experience includes online advertising and digital media as both a data scientist (optimizing click and conversion rates) and big data engineer (building data processing pipelines). Some big data technologies I frequently use are Hadoop, Pig, Hive, MapReduce, and Spark. Show more"
45,1.0,0.9779999852180481,"financ, analyt, cours, career, firm, analysi, student, countri, show, account","365 Careers is the #1 best-selling provider of finance courses on Udemy. The company’s courses have been taken by more than 1,000,000 students in 210 countries. People working at world-class firms like Apple, PayPal, and Citibank have completed 365 Careers trainings.   Currently, the firm focuses on the following topics on Udemy:   1) Finance – Finance fundamentals, Financial modeling in Excel, Valuation, Accounting, Capital budgeting, Financial statement analysis (FSA), Investment banking (IB), Leveraged buyout (LBO), Financial planning and analysis (FP&A), Corporate budgeting, applying Python for Finance, Tesla valuation case study, CFA, ACCA, and CPA Show more"
46,3.0,0.978600025177002,"busi, analyt, manag, experi, year, show, project, compani, consult, scienc","Zbigniew has over 10 years of experience with process modeling as BPM Consultant. He has trained hundreds of students business process management and the usage of Business Process Model and Notation (BPMN). Zbigniew is an active member of the BPMN Model Interchange Working Group - a joint effort of vendors interested in BPMN model interchange between various tools. He co-authored the article ""Making BPMN a true lingua franca"" published by BPTrends. He received the Object Management Group (body governing the BPMN standard) certificate OMG Certified Expert in BPM and updated for the latest version of BPMN standard.  Show more"
47,6.0,0.7407000064849854,"busi, analyt, tableau, intellig, power, year, manag, client, experi, show","Aaron is a professional analytics consultant and Power BI expert, with 10+ years working in business intelligence and marketing analytics. He's an instructor, coach and mentor for aspiring analysts, and has deep experience helping companies develop and implement full-stack BI solutions. Aaron is the Head of Student Success at Maven Analytics, a leader in analytics education, whose mission is to empower everyday people to change the world with data."
48,1.0,0.949999988079071,"financ, analyt, cours, career, firm, analysi, student, countri, show, account","Coralogix provides an ML-supported logging platform that accelerates the delivery pipeline for cloud companies performing CI/CD. Beyond searching, visualizing and creating alerts, Coralogix detects anomalies in your data and provides automatic version benchmarks. Simplify your ELK stack and Grafana workflows with our 100% managed, scaled and secured platform and never get lost with 24/7 instant human reply."
49,0.0,0.9399999976158142,"scienc, cours, univers, show, market, technolog, analyt, experi, team, year","Hi there, We are the SuperDataScience Social team. You will be hearing from us when new SDS courses are released, when we publish new podcasts, blogs, share cheatsheets and more! We are here to help you stay on the cutting edge of Data Science and Technology.  See you in class, Show more"
50,6.0,0.597100019454956,"busi, analyt, tableau, intellig, power, year, manag, client, experi, show","Don Hussey serves as Managing Director with NorwalkAberdeen.  Prior to founding NorwalkAberdeen, Mr. Hussey was Senior Vice President of Global Internet Strategy for a global financial institution. In this role, he drove online strategy for the private bank, oversaw all business analysis and project management for the bank’s online channel, and overhauled the way these functions were run.  Before this role, Mr. Hussey was a star Project Manager/Business Analyst with a major investment bank. There, he managed the delivery of numerous critical projects and participated on teams that re-engineered the project oversight process and introduced user-focused development disciplines.  Earlier in his career, Mr. Hussey held various roles in sales and sales management, client service, operations, and technology. Show more"
51,2.0,0.9639999866485596,"cours, analyt, year, show, busi, compani, experi, consult, scientist, bi","I have a passion for anything data, whether it is applying statistical methods to data more generally, or utilizing a data-driven approach in the Healthcare or Finance/Banking industries. I studied Psychology for 6-years, including 2 years of Graduate school, where I was training to be a Child/School Psychologist. I was fortunate enough to have the opportunity to experience a blend of course work and clinical work but also recognize some of the problems facing the mental health system and graduate school system. While I am very interested in finding a solution for the latter, this is a long-term goal.     Show more"
52,8.0,0.965399980545044,"jeff, year, step, program, technolog, workforc, industri, null, analyt, time","My name is Shivprasad Koirala, We love teaching and learning, We started the QuestPond website 15 years back with the one single goal of creating quality step by step IT programming related lessons. We saw many lessons online, either they are done too fast or too slow or are too complicated. The main goal of Questpond is to create Step by Step lessons on C#, ASP.NET , Design  patterns , SQL and so on. As years moved on i added other step by step lessons like Angular , Sharepoint , MSBI, Azure and so on."
53,6.0,0.6851999759674072,"busi, analyt, tableau, intellig, power, year, manag, client, experi, show","                      Ian is a trainer that specializes in Microsoft Excel Business Intelligence tools, Power BI and Google Data Studio.  Ian is an experienced trainer that teaches techniques and tools making it easy for learners to harness the power of Excel PivotTables, PowerPivot, Power Query,  Power BI and Google Data Studio.              Ian has been training learners on these powerful technologies for over 10 years making it easy for business users to easily create management reports, develop interactive dashboards and generate new insight and intelligence from business data.  Show more"
54,8.0,0.978600025177002,"jeff, year, step, program, technolog, workforc, industri, null, analyt, time","My name is Andalib Ansari and I am a Big Data Architect with over 6 years of experience in online gaming, ride-hailing, SaaS, and telecom industries. Some of the tools and technologies I have used are; Python, Scala, Hadoop, MapReduce, Hive, Pig, Spark, SQL, designing Data Warehouse, designing Data Lake, building large scale Data Pipelines, building analytics infrastructure using Tableau, Pentaho Data Integration (Kettle), AWS EMR, AWS Redshift, MySQL, Big Query, React, JavaScript/TypeScript, etc. I have created various online courses on Big Data Technologies which have reached over 27k+ students in 145+ countries. I am passionate about Data Engineering and the latest technologies, and I am looking forward to sharing my passion and knowledge with you.  Show more"
55,2.0,0.9822999835014343,"cours, analyt, year, show, busi, compani, experi, consult, scientist, bi","             Fascination is one word that describes my curiosity to understand the world around Pavan Lalwani             Pavan is a highly skilled and self motivated trainer who has expertise in various business intelligence tools like Power BI, Tableau and Microsoft Excel.              He comes with 10 years of experience in training individuals in different industry sectors like Banking, Finance, Healthcare, IT, Automobile, Manufacturing and Pharmaceutical. His major clients include Mercedes-Benz, Loreal, IBM, L&T, Wipro, Bajaj Finance, ITC, DHL, Deutsche Bank, Yes Bank, ITC, Mahindra, Morgan Stanley, Deloitte etc. that are spread across globe in regions like India, Kenya, Rwanda, Kigali, Singapore, Dubai, Malaysia, Muscat, Doha, Vietnam, Indonesia, China and Hong Kong. Show more"
56,9.0,0.925000011920929,"softwar, develop, cours, analysi, tool, web, way, analyt, lot, world",WHAT UDEMY HAS SAID ABOUT MY COURSES:   'We looked at some data + feedback from your courses and found you ranked in the top group of instructors on Udemy! Students love taking courses from instructors they trust'  PC MAG:        Show more
57,0.0,0.9437000155448914,"scienc, cours, univers, show, market, technolog, analyt, experi, team, year","Hi there, We are the Ligency PR and Marketing team. You will be hearing from us when new courses are released, when we publish new podcasts, blogs, share cheatsheets and more! We are here to help you stay on the cutting edge of Data Science and Technology. See you in class, Show more"
58,6.0,0.597100019454956,"busi, analyt, tableau, intellig, power, year, manag, client, experi, show","Don Hussey serves as Managing Director with NorwalkAberdeen.  Prior to founding NorwalkAberdeen, Mr. Hussey was Senior Vice President of Global Internet Strategy for a global financial institution. In this role, he drove online strategy for the private bank, oversaw all business analysis and project management for the bank’s online channel, and overhauled the way these functions were run.  Before this role, Mr. Hussey was a star Project Manager/Business Analyst with a major investment bank. There, he managed the delivery of numerous critical projects and participated on teams that re-engineered the project oversight process and introduced user-focused development disciplines.  Earlier in his career, Mr. Hussey held various roles in sales and sales management, client service, operations, and technology. Show more"
59,7.0,0.9718999862670898,"busi, manag, experi, director, show, year, master, qlik, view, market","Greetings! I am a Certified QlikView Developer and Designer, Certified Qlik Sense Data Architect and Certified QlikView System Administrator and a Qlik Luminary with over 15 years of experience in Business Intelligence, data warehousing, and various relational database management systems.  With incredible data growth -- both structured and unstructured -- businesses struggle to make sense of data. Business discovery tools such as QlikView and Tableau offer new opportunities to those who want to help an enterprise make insight-driven decisions. That's my passion, and that's my life long purpose.  Show more"
